Name,Price,Price/KG,URL
Lemon Imperfect Each,0.82,$0.82 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lemons-imperfect-pick-value-range-24621
Asparagus Bunch,2.5,$2.50 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/asparagus-1042
Apple Pink Lady Small Each,1.68,$1.68 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apples-pink-lady-40315
Garlic Head Each,0.7,$0.70 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/garlic-head-1851
Melon Watermelon Seedless Cut Quarter,12.48,$12.48 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/watermelon-seedless-qtr-5571
Zucchini Black Each,1.54,$1.54 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/zucchini-black-3061
Avocado Hass Large Each,3.33,$3.33 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/avocadoes-large-each-4152
Fresh Herbs Coriander Bunch,1.99,$1.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/coriander-bunch-3322
Salad Baby Spinach Leaves 120g,4.99,$41.58 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/baby-spinach-leaves-punnet-7014
Lemon Premium Each,1.92,$1.92 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lemons-4621
Onion Red Spanish Each,2.25,$2.25 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/onion-spanish-2441
Blueberries Premium 125g,5.0,$40.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/blueberries-premium-punnet-4230
Tomato Sweet Delights 200g,4.0,$20.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomatoes-sweet-delights-72987
Corn Loose Each,1.7,$1.70 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/corn-each-1720
Shallots Bunch,2.99,$2.99 / bunch,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/shallots-bunch-2772
Lime Each,2.7,$2.70 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/limes-4641
Buk Choy Shanghai Baby Bunch of 2-3,0.99,$0.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/green-shanghai-buk-choy-1562
Carrot Loose Each,0.63,$0.63 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/carrots-small-loose-1371
Cauliflower Whole,4.99,$4.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cauliflower-1412
Lettuce Iceberg Each,2.7,$2.70 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-iceberg-2252
Beans Hand Picked min 250g,4.25,$17.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/beans-hand-picked-1051
Cucumber Baby Sweet 250g,4.99,$19.96 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/qukes-1782
Fresh Herbs Parsley Continental Bunch,1.99,$1.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/parsley-continental-3432
Celery Half,2.49,$2.49 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/celery-half-each-1482
Apple Granny Smith Premium Small Each,1.47,$1.47 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apples-granny-smith-40715
Apple Imperfect Pink Lady Each,0.77,$0.77 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apple-pink-lady-imperfect-pick-value-range-each-24031
Sweet Potato Imperfect Kumera Each,2.91,$2.91 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potato-kumera-imperfect-kg-22571
Pear Packham Large Premium Each,1.65,$1.65 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pears-packham-large-kg-4991
Lettuce Baby Cos Twin Pack,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-cos-baby-each-2243
Fresh Herbs Basil Bunch,4.99,$4.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/basil-green-bunch-3212
Fresh Herb Ginger min 150g,4.5,$30.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/ginger-kg-1861
Corn Sweet Prepack 3-4 pieces,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/corn-prepack-17223
Grapes Red Seedless min 1kg,23.99,$23.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/grapes-red-seedless-44611
Cucumber Telegraph Each,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cucumber-telegraph-1762
Orange Navel Large Premium Each,1.75,$1.75 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/orange-navel-large-kg-4911
Tomato Cherry 200g,3.5,$17.50 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomato-cherry-3012
Blackberries 125g,7.5,$60.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/blackberries-punnet-4242
Cauliflower Half,2.79,$2.79 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cauliflower-half-each-1422
Mushrooms Button Prepack 200g,4.99,$24.95 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-button-punnet-2372
Capsicum Green Each,1.55,$1.55 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/capsicums-green-kg-1341
Leeks Each,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/leeks-loose-2232
Onion Brown 1.5kg Bag,4.99,$3.33 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/onion-brown-sml-bag-24122
Mango Imperfect Each,3.2,$3.20 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mango-imperfect-pick-value-range-each-24701
Fennel Each,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/fennel-1910
Celery Whole,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/celery-whole-each-1472
Kiwifruit Green Each,1.4,$1.40 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/kiwifruit-each-4611
Mango Kensington Pride Each,5.0,$5.00 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mangoes-kp-4700
Potato Imperfect Each,1.2,$1.20 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-imperfect-pick-value-range-27721
Capsicum Yellow Each,2.5,$2.50 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/capsicums-yellow-kg-1351
Pumpkin Kent Cut Each,4.78,$4.78 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pumpkin-kent-cut-29311
Carrot Small Prepack 500g,1.99,$3.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/carrots-prepack-bag-13722
Eggplant Each,4.5,$4.50 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/eggplant-1801
Salad Wild Roquette 120g,4.99,$41.58 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/salad-wild-roquette-120g-7013
Tomato Imperfect Each,0.25,$0.25 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomatoes-imperfect-pick-value-range-kg-23001
Apple Royal Gala Premium Each,1.54,$1.54 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apples-royal-gala-kg-41015
Coolibah Salad Baby Leaves Mixed min 120g,4.99,$41.58 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/baby-salad-leaves-7012
Mushrooms Cups min 500g,7.5,$15.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-cups-2371
Fresh Herbs Mint Bunch,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mint-bunch-3372
Pear Packham Imperfect Each,0.62,$0.62 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pears-imperfect-pick-value-range-24991
Tomato Roma Each,1.11,$1.11 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomatoes-roma-3031
Eggplant Imperfect Each,2.51,$2.51 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/eggplant-imperfect-pick-value-range-21801
Passionfruit Each,2.0,$2.00 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/passionfruit-each-4940
Pineapple Sweet Topless Each,7.99,$7.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pineapple-sweet-topless-50521
Kiwifruit Gold Each,2.1,$2.10 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/kiwifruit-gold-each-4441
Brussels Sprout min 500g,2.0,$4.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/brussel-sprouts-1171
Mushrooms Button 500g,8.99,$17.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-button-500g-2373
Snow Peas Loose Minimum 300g,4.5,$15.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/peas-snow-loose-2491
Kale Bunch Each,1.25,$1.25 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/kale-bunch-22132
Beetroot Head Each,1.73,$1.73 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/beetroot-bunch-1141
Beans Organic min 250g,8.99,$35.96 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/beans-organic-71052
Tomato Sampari Cocktail Truss 250g,4.0,$16.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomatoes-sampari-3162
Papaya Red Each,11.69,$11.69 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/papaya-red-kg-5061
Potato Red Washed Each,1.05,$1.05 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-red-washed-3821
Mushrooms Swiss Brown 200g,6.49,$32.45 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-swiss-brown-punnet-3742
Radish Red Bunch,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/radish-red-bunch-2702
Potato Dutch Cream Organic min 1kg,6.99,$6.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/organic-dutch-cream-potatoes-77532
Potato Washed Each,1.08,$1.08 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-washed-2511
Melon Rockmelon Large Half Each,3.99,$3.99 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/rock-melon-cut-each-47522
Salad Baby Spinach Leaves and Wild Roquette 120g,4.99,$41.58 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/salad-baby-spinach-wild-roquette-7023
Carrot Organic 1kg,4.99,$4.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/carrots-organic-prepacked-71382
Melon Rockmelon Large Each,6.99,$6.99 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/rock-melon-large-each-4752
Tomato Gourmet Each,1.38,$1.38 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomatoes-kg-3001
Onion Red Spanish 1kg,5.99,$5.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/onion-spanish-nets-2442
Spinach English Bunch Each,1.99,$1.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/spinach-english-each-2822
Potato Cocktail Bag 1kg,8.99,$8.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-cocktails-2502
Oranges Navel Net 3kg,5.5,$1.83 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/oranges-navel-nets-49121
Lettuce Midi Cos Each,3.99,$3.99 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-midi-cos-whole-22722
Fresh Herbs Dill Bunch,4.99,$4.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/dill-bunch-3332
Carrot Dutch Bunch,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/carrots-dutch-bunch-1392
Spinach Silverbeet Bunch Each,5.99,$5.99 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/spinach-silverbeet-bunch-2812
Apple Pink Lady Organic 1kg,8.99,$8.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apple-pink-lady-organic-74032
Cabbage Red Half,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cabbage-red-half-1302
Pumpkin Butternut Whole,10.26,$10.26 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pumpkin-butternut-whole-kg-2661
Parsnip Each,4.09,$4.09 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/parsnips-kg-2471
Apple Jazz Premium Each,1.44,$1.44 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apples-jazz-4181
Mandarin Afourer Each,0.75,$0.75 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mandarins-afourer-each-4761
Grapefruit Ruby Red Each,4.75,$4.75 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/grapefruit-ruby-red-kg-4581
Fresh Herbs Chives Green Bunch,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/chives-green-bunch-3302
Carrot Snackables 250g,2.5,$10.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/carrots-snackables-250g-punnet-13832
Potato Red Washed 2kg,5.49,$2.75 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-red-washed-large-bag-38211
Eschalots Each,0.7,$0.70 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/eschallots-kg-3341
Lettuce Cos Baby Each,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-baby-cos-2242
Apple Royal Gala Organic 1kg,6.99,$6.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apples-royal-gala-organic-74102
Corn Sweet Organic Prepacked Pack of 2-3,8.99,$8.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/sweet-corn-organic-17227
Capsicum Red Net Each,4.9,$4.90 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/capsicum-red-pack-1332
Gai Lan Bunch,2.49,$2.49 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/asian-gai-lan-each-1552
Potato Brushed Each,1.92,$1.92 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-brushed-2521
Fresh Herbs Thyme Punnet,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/thyme-each-3502
Salad Organic Baby Mixed Leaves 120g,5.99,$49.92 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/salad-baby-salad-mixed-organic-77012
Pear Beurre Bosc Each,1.5,$1.50 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pears-beur-bosc-kg-4981
Dave's Market Picks Fruit and Veg Box,60.0,,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/daves-market-value-box-77909
Orange Blood Each,0.66,$0.66 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/oranges-blood-each-4881
Chilli Birdseye Red Hot min 20g,1.2,$60.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/chilli-hot-birdseye-kg-1511
Apple Imperfect Granny Smith Each,0.63,$0.63 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/granny-smith-apples-imperfect-pick-24071
Choy Sum Hong Kong Bunch Each,2.49,$2.49 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/asian-choy-sum-hong-kong-ea-1692
Lettuce Living Green Butter Each,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-living-butter-leaf-each-31442
Beetroot Love Beets Baby Beetroot Peeled and Cooked 250g,4.49,$17.96 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/love-beets-baby-beetroot-11412
Potato Kestrel Baby 500g,3.99,$7.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-baby-kestrel-74812
Fresh Herbs Rosemary Punnet,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/rosemary-each-3452
Harris Farm Guacamole 235g,8.99,$3.83 / 100g,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/guacamole-72581
Harris Farm Carrot and Celery Pre-Cut 350g,6.99,$19.97 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/harris-farm-carrot-celery-precut-2080
Garlic 500g,4.99,$9.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/garlic-each-1852
Harris Farm Pumpkin Peeled and Diced 400g,6.99,$13.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pumpkin-peeled-2046
Mushrooms BBQ Flat 375g,7.99,$21.31 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/bbq-mushrooms-flats-3622
Leeks Trimmed Prepack Each,7.99,$7.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/leek-prepack-22212
Cabbage Half,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cabbage-half-1242
Fresh Herbs Organic Coriander Bunch,5.99,$5.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/coriander-organic-bunch-73322
Chinese Cabbage Wombok Half,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/chinese-cabbage-half-1212
Sugar Snap Peas min 300g,3.9,$13.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/peas-sugar-snap-2591
Rhubarb Bunch,4.5,$4.50 / bunch,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/rhubarb-bunch-2742
Potato Kestrel 2kg,7.99,$4.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-kestrel-2kg-7482
Corn Baby 115g,5.99,$52.09 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/corn-baby-1732
Tomato Heirloom Mix 450g,10.99,$24.42 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomato-heirloom-rainbow-39742
Lemon Organic 500g,5.99,$11.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lemons-organic-pack-74622
Imperfect Picks Fruit and Veg Box,35.0,,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/imperfect-picks-box-78150
Mushrooms Shiitake 100g,6.99,$69.90 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-shiitake-each-3652
Fresh Herbs Lemongrass Stalk Each,3.0,$3.00 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lemon-grass-kg-3591
Potato Kestrel Each,1.26,$1.26 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-kestrel-kg-7481
Sweet Potato Kumera Organic min 800g,7.99,$9.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/sweet-potatoes-kumera-organic-72571
Pumpkin Kent Cut Organic min 500g,3.99,$7.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pumpkin-kent-organic-72932
Apple Kanzi Premium Each,1.55,$1.55 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apples-kanzi-kg-44001
Mandarin Murcott Imperfect Each,0.62,$0.62 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mandarin-imperfect-24931
Mushrooms Flat min 400g,6.4,$16.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-flat-ppk
Mushrooms Sliced 200g,4.99,$24.95 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-sliced-2362
Mushrooms Cup Organic 180g,7.99,$44.39 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-organic-72372
Lettuce Living Red Mignonette Each,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-living-mignonette-red-31432
Melon Watermelon Seedless Whole Each,41.74,$41.74 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/watermelon-seedless-whole-5561
Zucchini Black Organic 500g,8.99,$17.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/zucchini-black-organic-73062
Garlic Peeled min 150g,4.99,$19.96 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/garlic-peeled-7302
Onion Brown Organic 1kg,9.99,$9.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/onion-brown-organic-72412
Mandarins Organic 500g,5.99,$11.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mandarins-organic-550g-74682
Capsicums Baby Mixed Colour Organic 175g,7.99,$45.66 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/capsicums-baby-mixed-colour-organic-71333
Pumpkin Butternut Cut Organic 500g,3.99,$7.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pumpkin-butternut-cut-organic-72662
Harris Farm Coleslaw with Spring Onion 250g,6.99,$29.13 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/harris-farm-coleslaw-with-spring-onion-2097
Lettuce Living Green Oak Each,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-living-green-oak-leaves-each-31482
Potato Brushed Bag 2kg,6.99,$3.50 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-brushed-2kg-bag-25211
Pumpkin Jarradale Cut Each,6.63,$6.63 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pumpkin-qld-blue-cut-2631
Fresh Herbs Sage Punnet,3.99,$3.99 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/sage-each-3462
Papaya Red Half Each,5.49,$5.49 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/papaya-cut-50611
Mushrooms King Oyster 200g,6.99,$34.95 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-gourmet-king-oyster-2462
Radicchio Each,5.99,$5.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/lettuce-radichia-each-2312
Fresh Herbs Basil Pot Each,3.0,,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/basil-herb-pot-3987
Potato Kipfler min 500g,5.0,$10.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potatoes-kipfler-kg-7521
Potato Washed Bag 2kg,7.99,$4.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potato-washed-min-25121
Swede Each,3.77,$3.77 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/swedes-kg-2871
Cabbage Red Quarter,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cabbage-red-quarter-12825
Cabbage Tuscan Bunch,3.99,$3.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cabbage-tuscan-1312
Chilli Long Hot Red min 100g,5.0,$50.00 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/chilli-hot-long-red-each-71011
Apple Granny Smith Organic 1kg,8.99,$8.99 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/apple-granny-smith-organic-74072
Dave's Market Picks Fruit and Veg Box XL,75.0,,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/daves-market-picks-large-fruit-veg-box-7805
Onion Red Spanish Organic 500g,9.99,$19.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/onion-spanish-organic-72442
Mandarin Murcott Large Each,1.89,$1.89 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mandarines-murcott-4931
Tomato Gourmet Organic 500g,8.99,$17.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/tomatoes-gourmet-organic-73002
Potato Low Carb 1.5kg Bag,6.99,$4.66 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/potato-low-carb-1-5kg-bag-25141
Mushrooms Enoki 100g,6.99,$6.99 / 100g,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-enoki-each-3682
Cabbage Savoy Half,5.99,$5.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cabbage-savoy-half-1272
Cabbage qtr,2.99,$2.99 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/cabbage-quarter
Imperfect Picks Fruit Box,20.0,,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/imperfect-picks-fruit-box-7797
Mushrooms Swiss Brown min 500g,11.0,$27.50 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushroom-swiss-brown-loose-3741
Beetroot Bunch,5.49,$5.49 each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/beetroot-bunch-1142
Sweet Potato Kumera Organic 500g,7.99,$15.98 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/organic-sweet-potato-500g-72572
Bean Sprouts 400g,2.49,$6.22 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/bean-sprouts-3192
Pumpkin Kent Whole,12.03,$12.03 / each,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/pumpkin-kent-whole-2931
Mushrooms Oyster 150g,4.99,$33.27 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/mushrooms-oyster-each-2392
Beetroot Love Beets Organic Peel and Cooked 250g,5.99,$23.96 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/love-beets-beetroots-organic-711412
Garlic Clove 200g,4.99,$24.95 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/garlic-single-clove-each-7602
Hugo's Alfalfa Sprouts 125g,2.59,$20.72 / kg,https://www.harrisfarm.com.au/collections/fruit-and-veg/products/sprouts-tub-alfalfa-each-3202
